12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,10,10,10,10,12,12,12,12,12,12,12,12,12,12,10,10,10,10,12
12,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,12
12,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12
10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
